"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"7640","CS7646",31,"Private",7,"M","Husband","Blue-Collar","White",40,50.67,"secundaria","m"
"7641","CS7647",29,"Private",10,"S","Husband","Service","Black",40.5,37.53,"universitaria","f"
"7642","CS7648",53,"Private",9,"M","Unmarried","Blue-Collar","White",40.5,55.83,"secundaria","m"
"7643","CS7649",44,"Private",10,"M","Husband","Sales","White",40,49.68,"universitaria","m"
"7644","CS7650",43,"Private",7,"M","Husband","Sales","White",60.5,54.4,"secundaria","m"
"7645","CS7651",40,"Government",10,"M","Husband","Blue-Collar","White",40,58.54,"universitaria","m"
"7646","CS7652",18,"Private",7,"S","Husband","Sales","Black",10,37.33,"secundaria","f"
"7647","CS7653",47,"Private",9,"D","Own-child","Blue-Collar","White",43.5,38.85,"secundaria","f"
"7648","CS7654",38,"Government",13,"M","Unmarried","Professional","White",40,57.81,"universitaria","m"
"7649","CS7655",37,"Private",12,"M","Husband","Service","White",25.5,42.72,"universitaria","f"
"7650","CS7656",40,"Private",10,"X","Wife","Sales","Amer-Indian-Eskimo",40.5,33.8,"universitaria","f"
"7651","CS7657",57,"Self-Employed",9,"M","Not-in-family","Professional","Black",60.5,45.14,"secundaria","m"
"7652","CS7658",43,"Private",9,"X","Husband","Service","White",40,38.83,"secundaria","f"
"7653","CS7659",32,"Private",13,"M","Not-in-family","Professional","Other",40,43,"universitaria","m"
"7654","CS7660",64,"Private",10,"M","Husband","Sales","White",40,53.58,"universitaria","m"
"7655","CS7661",18,"Private",8,"S","Husband","Sales","White",20,36.51,"secundaria","f"
"7656","CS7662",40,"Self-Employed",13,"S","Own-child","White-Collar","White",50,53.07,"universitaria","m"
"7657","CS7663",17,"Other/Unknown",7,"S","Not-in-family","Other/Unknown","Black",40.5,34.24,"secundaria","f"
"7658","CS7664",23,"Private",9,"S","Own-child","Blue-Collar","White",40,53.76,"secundaria","m"
"7659","CS7665",45,"Private",11,"D","Not-in-family","White-Collar","Black",40.5,44.13,"universitaria","f"
"7660","CS7666",45,"Self-Employed",14,"D","Unmarried","Professional","White",15,39.89,"postuniversitaria","f"
"7661","CS7667",27,"Private",6,"S","Not-in-family","Service","White",60,47.75,"primaria","m"
"7662","CS7668",23,"Private",10,"M","Not-in-family","Blue-Collar","White",40.5,59.31,"universitaria","m"
"7663","CS7669",58,"Self-Employed",9,"M","Unmarried","Blue-Collar","Asian-Pac-Islander",30.5,42.99,"secundaria","m"
"7664","CS7670",35,"Private",9,"D","Husband","Service","White",75,40.35,"secundaria","f"
"7665","CS7671",47,"Private",14,"D","Unmarried","Professional","White",40.5,51.24,"postuniversitaria","m"
"7666","CS7672",33,"Private",9,"M","Not-in-family","White-Collar","White",50.5,53.11,"secundaria","m"
"7667","CS7673",27,"Private",13,"X","Husband","Professional","Asian-Pac-Islander",40.5,36.59,"universitaria","m"
"7668","CS7674",46,"Private",12,"M","Not-in-family","Blue-Collar","White",40,56.03,"universitaria","m"
"7669","CS7675",24,"Private",10,"M","Husband","Blue-Collar","White",56,55.68,"universitaria","m"
"7670","CS7676",40,"Private",10,"M","Husband","Blue-Collar","White",44,54.24,"universitaria","m"
"7671","CS7677",44,"Private",9,"S","Husband","Service","White",24,39.06,"secundaria","f"
"7672","CS7678",31,"Government",13,"M","Own-child","Service","White",NA,61.59,"universitaria","m"
"7673","CS7679",37,"Private",11,"M","Husband","White-Collar","White",40,61.15,"universitaria","m"
"7674","CS7680",23,"Private",11,"X","Husband","White-Collar","White",40,38.94,"universitaria","f"
"7675","CS7681",30,"Self-Employed",13,"M","Own-child","Sales","White",52.5,52.11,"universitaria","m"
"7676","CS7682",31,"Private",10,"M","Husband","Service","Black",35,45.97,"universitaria","m"
"7677","CS7683",24,"Other/Unknown",9,"S","Husband","Other/Unknown","White",32.5,35.86,"secundaria","f"
"7678","CS7684",32,"Private",10,"M","Not-in-family","White-Collar","White",40,59.52,"universitaria","m"
"7679","CS7685",27,"Private",9,"S","Husband","Blue-Collar","White",40.5,50.51,"secundaria","m"
"7680","CS7686",35,"Government",9,"S","Own-child","White-Collar","Amer-Indian-Eskimo",55.5,46.91,"secundaria","m"
"7681","CS7687",27,"Private",13,"S","Unmarried","White-Collar","White",40.5,56.08,"universitaria","m"
"7682","CS7688",30,"Self-Employed",13,"M","Not-in-family","Sales","White",70.5,49.68,"universitaria","m"
"7683","CS7689",33,"Self-Employed",9,"S","Husband","Blue-Collar","White",70.5,50.67,"secundaria","m"
"7684","CS7690",34,"Private",16,"M","Own-child","Professional","White",45.5,53.73,"postuniversitaria","m"
"7685","CS7691",29,"Private",10,"M","Husband","Blue-Collar","White",50.5,54.3,"universitaria","m"
"7686","CS7692",26,"Government",14,"S","Husband","Professional","White",40.5,42.92,"postuniversitaria","f"
"7687","CS7693",39,"Self-Employed",9,"S","Not-in-family","Blue-Collar","White",40,49.93,"secundaria","m"
"7688","CS7694",37,"Self-Employed",10,"M","Own-child","White-Collar","White",50,54.59,"universitaria","m"
"7689","CS7695",51,"Private",10,"D","Husband","White-Collar","White",50.5,46.21,"universitaria","f"
"7690","CS7696",40,"Private",10,"X","Not-in-family","Blue-Collar","White",47.5,56.46,"universitaria","m"
"7691","CS7697",53,"Private",4,"M","Unmarried","Blue-Collar","Asian-Pac-Islander",40.5,42.54,"primaria","m"
"7692","CS7698",58,"Government",10,"M","Husband","Service","Asian-Pac-Islander",40.5,50.19,"universitaria","m"
"7693","CS7699",29,"Private",13,"M","Husband","Service","White",40.5,54.35,"universitaria","m"
"7694","CS7700",33,"Private",9,"M","Husband","Blue-Collar","Other",40.5,44.01,"secundaria","m"
"7695","CS7701",57,"Private",14,"M","Husband","White-Collar","White",60,57.49,"postuniversitaria","m"
"7696","CS7702",37.3573817486861,"Government",9,"M","Husband","Service","White",40.5,62.75,"secundaria","m"
"7697","CS7703",20,"Private",10,"S","Husband","White-Collar","White",12,38.74,"universitaria","f"
"7698","CS7704",56,"Private",9,"W","Own-child","Sales","White",25,37.19,"secundaria","f"
"7699","CS7705",49,"Private",3,"M","Unmarried","Blue-Collar","White",40.5,55.85,"primaria","m"
"7700","CS7706",34,"Private",9,"M","Husband","Blue-Collar","White",40,51.9,"secundaria","m"
"7701","CS7707",37.3573817486861,"Private",9,"M","Husband","Blue-Collar","White",37,56.88,"secundaria","m"
"7702","CS7708",44,"Private",13,"D","Husband","White-Collar","White",45,42.57,"universitaria","f"
"7703","CS7709",37,"Private",13,"S","Unmarried","Professional","White",40,51.25,"universitaria","m"
"7704","CS7710",58,"Government",13,"M","Not-in-family","Professional","White",58.5,63.86,"universitaria","m"
"7705","CS7711",42,"Self-Employed",10,"M","Husband","Professional","White",25,40.51,"universitaria","f"
"7706","CS7712",41,"Private",9,"M","Own-child","Sales","White",40.5,53.18,"secundaria","m"
"7707","CS7713",28,"Private",9,"S","Husband","White-Collar","White",40.5,44.28,"secundaria","f"
"7708","CS7714",47,"Government",14,"M","Not-in-family","Professional","White",60.5,57.96,"postuniversitaria","m"
"7709","CS7715",24,"Private",9,"M","Husband","Blue-Collar","White",40,42.79,"secundaria","f"
"7710","CS7716",58,"Self-Employed",9,"M","Wife","Service","White",55.5,49.12,"secundaria","m"
"7711","CS7717",18,"Private",9,"S","Husband","White-Collar","White",25.5,42.79,"secundaria","f"
"7712","CS7718",50,"Private",10,"M","Own-child","White-Collar","White",50.5,55.96,"universitaria","m"
"7713","CS7719",37.3573817486861,"Private",10,"W","Husband","White-Collar","White",24.5,44.24,"universitaria","f"
"7714","CS7720",37.3573817486861,"Private",14,"S","Not-in-family","Professional","White",66,54.44,"postuniversitaria","m"
"7715","CS7721",47,"Private",13,"M","Not-in-family","White-Collar","White",60.5,58.14,"universitaria","m"
"7716","CS7722",19,"Private",8,"S","Husband","Blue-Collar","White",20.5,49.54,"secundaria","m"
"7717","CS7723",24,"Private",10,"S","Own-child","Professional","Black",40,41.37,"universitaria","m"
"7718","CS7724",48,"Other/Unknown",13,"M","Not-in-family","Other/Unknown","White",6.5,46.43,"universitaria","m"
"7719","CS7725",53,"Private",9,"D","Husband","Blue-Collar","White",50.5,52.55,"secundaria","m"
"7720","CS7726",58,"Private",10,"M","Not-in-family","Sales","White",45,50.78,"universitaria","m"
"7721","CS7727",22,"Private",10,"S","Husband","Blue-Collar","White",24.5,49.97,"universitaria","m"
"7722","CS7728",36,"Self-Employed",10,"M","Other-relative","White-Collar","White",52.5,55.75,"universitaria","m"
"7723","CS7729",34,"Private",8,"S","Husband","White-Collar","White",40.5,43.95,"secundaria","f"
"7724","CS7730",43,"Private",2,"W","Unmarried","Professional","White",21,35.26,"primaria","f"
"7725","CS7731",37,"Private",9,"M","Unmarried","Blue-Collar","White",24,52.21,"secundaria","m"
"7726","CS7732",43,"Private",15,"X","Husband","Service","White",50.5,53.99,"postuniversitaria","m"
"7727","CS7733",42,"Private",10,"M","Not-in-family","Service","White",40.5,38.72,"universitaria","f"
"7728","CS7734",21,"Private",10,"S","Wife","Service","White",30,45.41,"universitaria","m"
"7729","CS7735",49,"Self-Employed",9,"M","Own-child","Sales","White",60.5,49.41,"secundaria","m"
"7730","CS7736",35,"Private",9,"M","Husband","Service","Black",40,43.89,"secundaria","m"
"7731","CS7737",49,"Self-Employed",10,"W","Other-relative","Blue-Collar","White",30.5,37.71,"universitaria","f"
"7732","CS7738",28,"Private",10,"S","Unmarried","Service","Black",40.5,37.43,"universitaria","m"
"7733","CS7739",51,"Private",2,"M","Not-in-family","Blue-Collar","White",40.5,53.16,"primaria","m"
"7734","CS7740",30,"Other/Unknown",13,"S","Husband","Other/Unknown","White",40.5,33.56,"universitaria","f"
"7735","CS7741",19,"Private",4,"S","Not-in-family","Service","White",60.5,45.61,"primaria","m"
"7736","CS7742",56,"Private",5,"M","Not-in-family","Service","White",40,52.28,"primaria","m"
"7737","CS7743",20,"Private",9,"S","Husband","Service","White",8.5,48.69,"secundaria","m"
"7738","CS7744",22,"Private",10,"S","Not-in-family","White-Collar","White",37.5,45.07,"universitaria","f"
"7739","CS7745",33,"Private",9,"M","Own-child","Blue-Collar","White",56.5,57.28,"secundaria","m"
"7740","CS7746",54,"Other/Unknown",9,"D","Husband","Other/Unknown","White",45,46.21,"secundaria","m"
"7741","CS7747",22,"Private",10,"S","Other-relative","Blue-Collar","White",50.5,47.75,"universitaria","m"
"7742","CS7748",37.3573817486861,"Private",10,"D","Not-in-family","Service","White",30,36.92,"universitaria","f"
"7743","CS7749",56,"Government",13,"D","Other-relative","White-Collar","White",40,51.28,"universitaria","f"
"7744","CS7750",23,"Other/Unknown",9,"S","Unmarried","Other/Unknown","White",40.5,40.11,"secundaria","m"
"7745","CS7751",37.3573817486861,"Self-Employed",5,"M","Not-in-family","White-Collar","White",40.5,55.3,"primaria","m"
"7746","CS7752",41,"Private",13,"S","Husband","Service","White",40.5,49.5,"universitaria","m"
"7747","CS7753",33,"Private",9,"S","Not-in-family","Blue-Collar","Black",40,44.81,"secundaria","f"
"7748","CS7754",18,"Private",7,"S","Unmarried","Sales","White",8,35.93,"secundaria","f"
"7749","CS7755",17,"Private",7,"S","Own-child","Service","Black",16.5,33.87,"secundaria","m"
"7750","CS7756",31,"Private",7,"D","Own-child","Blue-Collar","Black",40.5,44.95,"secundaria","m"
"7751","CS7757",50,"Private",10,"M","Other-relative","Service","White",60,55.59,"universitaria","m"
"7752","CS7758",62,"Private",6,"W","Husband","Blue-Collar","White",40,40.6,"primaria","f"
"7753","CS7759",41,"Private",9,"D","Not-in-family","White-Collar","White",52,43.99,"secundaria","f"
"7754","CS7760",20,"Government",9,"S","Unmarried","Service","White",40.5,42.4,"secundaria","f"
"7755","CS7761",23,"Private",12,"S","Not-in-family","Sales","White",30,48.82,"universitaria","m"
"7756","CS7762",18,"Private",9,"S","Own-child","Service","White",20.5,46.9,"secundaria","m"
"7757","CS7763",53,"Other/Unknown",4,"X","Not-in-family","Other/Unknown","White",40,44.14,"primaria","m"
"7758","CS7764",42,"Private",5,"M","Not-in-family","Blue-Collar","White",40.5,57.98,"primaria","m"
"7759","CS7765",23,"Private",13,"S","Husband","Professional","White",40,52.12,"universitaria","m"
"7760","CS7766",43,"Private",9,"D","Not-in-family","White-Collar","White",40,48.38,"secundaria","f"
"7761","CS7767",47,"Private",9,"M","Other-relative","Sales","White",55,52.04,"secundaria","m"
"7762","CS7768",53,"Government",3,"M","Husband","Service","White",40.5,53.9,"primaria","m"
"7763","CS7769",28,"Private",6,"S","Husband","Blue-Collar","White",40.5,49.28,"primaria","m"
"7764","CS7770",28,"Government",10,"M","Not-in-family","Service","White",40.5,57.58,"universitaria","m"
"7765","CS7771",44,"Private",10,"M","Husband","Professional","White",45,57.34,"universitaria","m"
"7766","CS7772",58,"Private",9,"M","Husband","Blue-Collar","White",40.5,56.58,"secundaria","m"
"7767","CS7773",25,"Other/Unknown",4,"S","Husband","Other/Unknown","White",32.5,32.31,"primaria","f"
"7768","CS7774",26,"Private",9,"S","Not-in-family","Blue-Collar","White",40,41.39,"secundaria","f"
"7769","CS7775",36,"Self-Employed",10,"M","Unmarried","Blue-Collar","White",8,50.75,"universitaria","m"
"7770","CS7776",27,"Private",9,"D","Husband","Service","White",40.5,38.42,"secundaria","f"
"7771","CS7777",39,"Private",16,"M","Not-in-family","White-Collar","White",45,57.54,"postuniversitaria","m"
"7772","CS7778",25,"Private",13,"M","Husband","White-Collar","White",40.5,58.27,"universitaria","m"
"7773","CS7779",17,"Private",7,"S","Husband","Service","White",15.5,35.29,"secundaria","f"
"7774","CS7780",39,"Private",13,"D","Own-child","White-Collar","White",50.5,53.67,"universitaria","m"
"7775","CS7781",52,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,55.57,"secundaria","m"
"7776","CS7782",24,"Private",13,"S","Husband","Sales","White",50.5,40.21,"universitaria","f"
"7777","CS7783",26,"Self-Employed",11,"M","Not-in-family","Blue-Collar","White",55.5,52.52,"universitaria","m"
"7778","CS7784",24,"Other/Unknown",13,"S","Husband","Other/Unknown","White",40,35.44,"universitaria","f"
"7779","CS7785",32,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,54.48,"secundaria","m"
"7780","CS7786",49,"Government",14,"M","Husband","Service","White",40.5,59.99,"postuniversitaria","m"
"7781","CS7787",20,"Other/Unknown",10,"S","Husband","Other/Unknown","White",25.5,35.9,"universitaria","f"
"7782","CS7788",40,"Private",7,"M","Other-relative","Blue-Collar","White",40,54.52,"secundaria","m"
"7783","CS7789",52,"Private",15,"D","Husband","White-Collar","White",60,55.19,"postuniversitaria","m"
"7784","CS7790",33,"Private",9,"S","Not-in-family","White-Collar","White",40,53.08,"secundaria","m"
"7785","CS7791",19,"Private",9,"M","Not-in-family","Blue-Collar","White",20,51.42,"secundaria","m"
"7786","CS7792",37,"Private",11,"M","Other-relative","Professional","White",40,55.91,"universitaria","m"
"7787","CS7793",21,"Government",10,"S","Husband","Service","White",20.5,42.07,"universitaria","f"
"7788","CS7794",33,"Private",10,"S","Own-child","White-Collar","White",36.5,56.15,"universitaria","m"
"7789","CS7795",28,"Private",12,"D","Not-in-family","Professional","White",40.5,42.94,"universitaria","f"
"7790","CS7796",48,"Private",9,"M","Not-in-family","Blue-Collar","White",40,56.35,"secundaria","m"
"7791","CS7797",43,"Private",13,"X","Husband","Service","White",40,48.59,"universitaria","m"
"7792","CS7798",32,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,54.72,"secundaria","m"
"7793","CS7799",28,"Private",9,"S","Husband","Service","White",30.5,45.15,"secundaria","m"
"7794","CS7800",47,"Self-Employed",13,"M","Own-child","Professional","Asian-Pac-Islander",40.5,41.74,"universitaria","m"
"7795","CS7801",37,"Private",13,"M","Husband","White-Collar","White",50,60.97,"universitaria","m"
"7796","CS7802",26,"Private",10,"X","Husband","Sales","Black",30,40.12,"universitaria","m"
"7797","CS7803",55,"Private",9,"M","Other-relative","Service","White",60,53.56,"secundaria","m"
"7798","CS7804",40,"Private",12,"D","Husband","Sales","White",40.5,39.25,"universitaria","f"
"7799","CS7805",31,"Private",13,"M","Unmarried","White-Collar","White",40.5,60.81,"universitaria","m"
"7800","CS7806",39,"Private",9,"M","Husband","Service","White",40,53.21,"secundaria","m"
"7801","CS7807",54,"Self-Employed",10,"M","Husband","Sales","White",54.5,48.64,"universitaria","m"
"7802","CS7808",38,"Private",10,"M","Husband","Sales","Asian-Pac-Islander",40,43.52,"universitaria","m"
"7803","CS7809",53,"Self-Employed",9,"M","Husband","Blue-Collar","White",NA,56.15,"secundaria","m"
"7804","CS7810",27,"Self-Employed",12,"S","Husband","Professional","White",78.5,37.35,"universitaria","f"
"7805","CS7811",42,"Private",13,"M","Not-in-family","White-Collar","White",40.5,58.57,"universitaria","m"
"7806","CS7812",62,"Private",10,"D","Husband","White-Collar","White",40.5,44.47,"universitaria","f"
"7807","CS7813",47,"Private",7,"M","Not-in-family","White-Collar","White",58.5,59.89,"secundaria","m"
"7808","CS7814",26,"Private",13,"S","Husband","White-Collar","White",50,44.55,"universitaria","f"
"7809","CS7815",33,"Other/Unknown",9,"S","Not-in-family","Other/Unknown","Black",20,39.64,"secundaria","f"
"7810","CS7816",59,"Private",10,"D","Unmarried","Service","White",40.5,46.12,"universitaria","m"
"7811","CS7817",42,"Private",9,"D","Not-in-family","Professional","White",45,40.31,"secundaria","f"
"7812","CS7818",25,"Private",13,"M","Not-in-family","Professional","White",45.5,55.91,"universitaria","m"
"7813","CS7819",58,"Private",9,"D","Husband","Sales","White",36.5,49.09,"secundaria","m"
"7814","CS7820",30,"Private",10,"S","Not-in-family","Sales","White",60.5,42.93,"universitaria","f"
