"CS_ID";"age";"workclass";"fnlwgt";"education_num";"marital_status";"relationship";"occupation";"race";"sex";"capital_gain";"capital_loss";"hours_per_week";"income"
"CS3545";29;" Private";57424;10;" Separated";"Unmarried";" Sales";" White";" female";0;0;"40,5 h";"38,42 Milers d'euros"
"CS3546";23;" Private";151476;9;" Single";"Not-in-family";" Blue-Collar";" Black";" female";0;0;"16,5 h";"41,75 Milers d'euros"
"CS3547";57;" Private";129583;6;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"43 h";"58,65 Milers d'euros"
"CS3548";38;" Self-Employed";180920;9;" Single";"Husband";" Sales";" Black";" female";0;0;"42,5 h";"38,35 Milers d'euros"
"CS3549";25;" Private";182416;13;" Single";"Unmarried";" Sales";" White";" female";0;0;"40 h";"40,9 Milers d'euros"
"CS3550";39;" Government";251915;10;" Married";"Own-child";" White-Collar";" White";" Male";0;0;"40,5 h";"57,66 Milers d'euros"
"CS3551";24;" Private";187127;10;" Single";"Husband";" Sales";" Black";" Male";0;0;"40,5 h";"41,91 Milers d'euros"
"CS3552";56;" Private";69045;14;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"44,5 h";"58,85 Milers d'euros"
"CS3553";39;" Private";192869;8;" Divorced";"Husband";" Sales";" White";" female";0;1977;"40,5 h";"37,45 Milers d'euros"
"CS3554";23;" Private";74163;11;" Single";"Not-in-family";" Sales";" White";" female";0;0;"60,5 h";"37,77 Milers d'euros"
"CS3555";17;" Other/Unknown";60847;7;" Single";"Unmarried";" Other/Unknown";" Other";" female";0;0;"20,5 h";"22,54 Milers d'euros"
"CS3556";67;" Self-Employed";213055;9;" Divorced";"Not-in-family";" White-Collar";" White";" female";0;0;"16 h";"41,25 Milers d'euros"
"CS3557";41;" Private";116057;13;" Single";"Not-in-family";" White-Collar";" Asian-Pac-Islander";" Male";3273;0;"50,5 h";"45,44 Milers d'euros"
"CS3558";24;" Government";82393;13;" Single";"Not-in-family";" Professional";" White";" female";0;0;"50 h";"40,74 Milers d'euros"
"CS3559";51;" Private";134181;13;" Divorced";"Own-child";" White-Collar";" Black";" Male";0;0;"40,5 h";"44,6 Milers d'euros"
"CS3560";30;" Self-Employed";159910;9;" Divorced";"Not-in-family";" Service";" White";" female";10520;0;"60 h";"36,84 Milers d'euros"
"CS3561";47;" Self-Employed";117570;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"50,35 Milers d'euros"
"CS3562";56;" Private";214169;9;" Single";"Husband";" Blue-Collar";" White";" Male";15024;0;"32 h";"50,83 Milers d'euros"
"CS3563";51;" Private";56331;9;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"38 h";"54,48 Milers d'euros"
"CS3564";57;" Self-Employed";35576;10;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"55,5 h";"54,61 Milers d'euros"
"CS3565";34;" Private";149168;10;" Divorced";"Husband";" Service";" White";" female";0;0;"40 h";"39,57 Milers d'euros"
"CS3566";24;" Private";157165;13;" Single";"Unmarried";" Professional";" White";" Male";0;0;"40 h";"51,18 Milers d'euros"
"CS3567";57;" Private";278130;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,45 Milers d'euros"
"CS3568";38;" Private";257200;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"57,62 Milers d'euros"
"CS3569";23;" Private";283122;9;" Single";"Husband";" Service";" White";" female";0;0;"40 h";"39,51 Milers d'euros"
"CS3570";35;" Private";580248;4;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"56,04 Milers d'euros"
"CS3571";58;" Private";230054;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"52,5 h";"55,24 Milers d'euros"
"CS3572";19;" Other/Unknown";519006;9;" Single";"Husband";" Other/Unknown";" White";" female";0;0;"12 h";"30,79 Milers d'euros"
"CS3573";19;" Other/Unknown";37332;4;" Single";"Own-child";" Other/Unknown";" White";" Male";1055;0;"40,5 h";"44,03 Milers d'euros"
"CS3574";68;" Government";365871;16;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"60,5 h";"62,04 Milers d'euros"
"CS3575";43;" Private";235882;10;" Married";"Husband";" White-Collar";" White";" Male";0;2377;"40 h";"62,67 Milers d'euros"
"CS3576";17;" Private";336513;7;" Single";"Husband";" Service";" White";" female";0;1902;"20,5 h";"39,72 Milers d'euros"
"CS3577";53;" Government";115551;16;" Married";"Own-child";" Professional";" White";" Male";0;0;"50 h";"59,12 Milers d'euros"
"CS3578";37;" Self-Employed";50048;16;" Married";"Husband";" Professional";" Black";" Male";7688;0;"99,5 h";"44,03 Milers d'euros"
"CS3579";21;" Other/Unknown";382802;13;" Single";"Husband";" Other/Unknown";" Asian-Pac-Islander";" Male";0;0;"25,5 h";"37,15 Milers d'euros"
"CS3580";63;" Private";180303;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"59,87 Milers d'euros"
"CS3581";31;" Private";106023;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"50 h";"53,16 Milers d'euros"
"CS3582";29;" Private";332379;9;" Married";"Unmarried";" Service";" White";" Male";0;0;"40,5 h";"50,3 Milers d'euros"
"CS3583";43;" Government";95465;10;" Married";"Husband";" Service";" White";" Male";0;0;"40 h";"60,09 Milers d'euros"
"CS3584";27;" Private";96102;15;" Single";"Husband";" Professional";" White";" female";0;1887;"65,5 h";"45,08 Milers d'euros"
"CS3585";25;" Self-Employed";36440;9;" Single";"Not-in-family";" Service";" White";" Male";0;0;"32 h";"44,89 Milers d'euros"
"CS3586";28;" Private";209384;9;" Single";"Other-relative";" Professional";" White";" female";0;0;"40 h";"35,59 Milers d'euros"
"CS3587";54;" Private";50814;9;" Divorced";"Not-in-family";" Sales";" White";" female";0;0;"35 h";"38,37 Milers d'euros"
"CS3588";74;" Other/Unknown";143865;10;" Widowed";"Unmarried";" Other/Unknown";" White";" female";0;0;"12 h";"38,51 Milers d'euros"
"CS3589";31;" Government";104661;10;" Single";"Not-in-family";" White-Collar";" Amer-Indian-Eskimo";" female";0;0;"32,5 h";"49,3 Milers d'euros"
"CS3590";23;" Private";50442;10;" Single";"Own-child";" Service";" White";" Male";0;0;"48,5 h";"48,2 Milers d'euros"
"CS3591";19;" Private";236601;13;" Single";"Not-in-family";" Professional";" White";" female";0;0;"30,5 h";"38,24 Milers d'euros"
"CS3592";39;" Other/Unknown";100999;1;" Widowed";"Own-child";" Other/Unknown";" White";" female";0;0;"20 h";"33,19 Milers d'euros"
"CS3593";61;" Self-Employed";362685;9;" Married";"Not-in-family";" Blue-Collar";" White";" female";0;0;"40 h";"43,11 Milers d'euros"
"CS3594";59;" Other/Unknown";32423;9;" Married";"Wife";" Other/Unknown";" White";" female";22040;0;"40,5 h";"37,94 Milers d'euros"
"CS3595";27;" Self-Employed";154236;11;" Married";"Wife";" Service";" White";" female";7688;0;"36,5 h";"40,48 Milers d'euros"
"CS3596";19;" Private";153546;10;" Single";"Wife";" White-Collar";" Black";" female";0;0;"20,5 h";"45,05 Milers d'euros"
"CS3597";23;" Other/Unknown";182355;9;" Single";"Own-child";" Other/Unknown";" White";" Male";0;0;"40,5 h";"44,71 Milers d'euros"
"CS3598";25;" Government";191444;9;" Divorced";"Own-child";" White-Collar";" Amer-Indian-Eskimo";" female";0;0;"35 h";"46,84 Milers d'euros"
"CS3599";40;" Private";44216;10;" Married";"Not-in-family";" Service";" White";" Male";0;0;"48,5 h";"53,24 Milers d'euros"
"CS3600";53;" Private";97688;7;" Divorced";"Husband";" Service";" White";" female";0;0;"37 h";"39,79 Milers d'euros"
"CS3601";32;" Private";209022;13;" Single";"Not-in-family";" Professional";" White";" Male";0;0;"45 h";"49,91 Milers d'euros"
"CS3602";72;" Self-Employed";96016;16;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"25,5 h";"55,27 Milers d'euros"
"CS3603";61;" Private";52138;4;" Married";"Husband";" Blue-Collar";" White";" Male";0;2392;"40,5 h";"54,73 Milers d'euros"
"CS3604";42;" Private";159046;9;" Married";"Husband";" Sales";" White";" Male";0;0;"40 h";"51,24 Milers d'euros"
"CS3605";17;" Private";138634;6;" Single";"Husband";" Service";" Amer-Indian-Eskimo";" female";0;0;"20 h";"35,23 Milers d'euros"
"CS3606";73;" Private";130125;9;" Married";"Own-child";" Blue-Collar";" White";" Male";1055;0;"16,5 h";"57,37 Milers d'euros"
"CS3607";41;" Self-Employed";247355;10;" Separated";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"48,38 Milers d'euros"
"CS3608";23;" Private";227065;10;" Single";"Not-in-family";" Blue-Collar";" Black";" female";0;0;"20,5 h";"35,03 Milers d'euros"
"CS3609";23;" Private";244771;9;" Single";"Own-child";" Professional";" White";" female";0;0;"40 h";"41,95 Milers d'euros"
"CS3610";65;" Private";215616;11;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"15,5 h";"56,31 Milers d'euros"
"CS3611";45;" Self-Employed";386672;9;" Married";"Husband";" Sales";" White";" female";0;0;"50,5 h";"38,94 Milers d'euros"
"CS3612";52;" Government";177543;13;" Married";"Wife";" Service";" Black";" Male";0;0;"40,5 h";"53,03 Milers d'euros"
"CS3613";24;" Government";617021;13;" Single";"Husband";" White-Collar";" Black";" female";7688;0;"27,5 h";"43760 euros"
"CS3614";23;" Private";117109;11;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,09 Milers d'euros"
"CS3615";30;" Private";373550;10;" Divorced";"Husband";" Service";" White";" female";0;0;"40,5 h";"37,7 Milers d'euros"
"CS3616";26;" Private";19847;13;" Single";"Own-child";" White-Collar";" White";" Male";0;0;"40 h";"51,38 Milers d'euros"
"CS3617";37;" Self-Employed";189590;9;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"56,5 h";"51,79 Milers d'euros"
"CS3618";17;" Private";58343;9;" Single";"Unmarried";" Service";" White";" Male";0;0;"40 h";"50,03 Milers d'euros"
"CS3619";31;" Private";354201;9;" Married";"Own-child";" Sales";" White";" Male";0;0;"40,5 h";"52,92 Milers d'euros"
"CS3620";52;" Private";119422;9;" Separated";"Husband";" White-Collar";" White";" female";0;0;"40 h";"42,67 Milers d'euros"
"CS3621";63;" Private";363405;13;" Single";"Other-relative";" Sales";" White";" Male";0;0;"27 h";"48,88 Milers d'euros"
"CS3622";27;" Private";181863;9;" Single";"Not-in-family";" Service";" White";" female";0;0;"60,5 h";"37,26 Milers d'euros"
"CS3623";31;" Private";194472;5;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"52630 euros"
"CS3624";71;" Self-Employed";247328;9;" Widowed";"Husband";" White-Collar";" White";" female";3137;0;"35,5 h";"42,44 Milers d'euros"
"CS3625";35;" Private";130731;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"60 h";"60,7 Milers d'euros"
"CS3626";44;" Private";236910;9;" Married";"Husband";" White-Collar";" White";" female";0;0;"38 h";"46,34 Milers d'euros"
"CS3627";36;" Private";378251;14;" Married";"Wife";" Professional";" Asian-Pac-Islander";" Male";0;0;"40,5 h";"45,76 Milers d'euros"
"CS3628";22;" Private";120760;13;" Single";"Husband";" White-Collar";" White";" female";0;0;"20 h";"38,52 Milers d'euros"
"CS3629";32;" Private";203182;9;" Married";"Other-relative";" Professional";" White";" Male";0;0;"48 h";"53,34 Milers d'euros"
"CS3630";30;" Government";130304;13;" Divorced";"Husband";" Professional";" White";" female";0;1485;"40,5 h";"43,37 Milers d'euros"
"CS3631";60;" Other/Unknown";352542;9;" Married";"Unmarried";" Other/Unknown";" White";" Male";0;0;"40,5 h";"51,99 Milers d'euros"
"CS3632";25;" Private";191024;10;" Single";"Husband";" White-Collar";" White";" female";0;0;"40,5 h";"45,42 Milers d'euros"
"CS3633";76;" Private";197728;4;" Widowed";"Own-child";" Service";" White";" female";0;0;"12 h";"32,99 Milers d'euros"
"CS3634";41;" Private";316185;9;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,06 Milers d'euros"
"CS3635";26;" Private";89226;4;" Married";"Not-in-family";" Blue-Collar";" Other";" Male";0;0;"40 h";"41,09 Milers d'euros"
"CS3636";45;" Private";292353;8;" Married";"Husband";" Blue-Collar";" Asian-Pac-Islander";" Male";0;0;"40 h";"45,2 Milers d'euros"
"CS3637";32;" Private";304570;10;" Divorced";"Husband";" White-Collar";" White";" female";0;0;"40,5 h";"46,06 Milers d'euros"
"CS3638";22;" Private";180296;9;" Single";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40,5 h";"52,03 Milers d'euros"
"CS3639";39;" Private";361487;13;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"40,5 h";"51,76 Milers d'euros"
"CS3640";63;" Self-Employed";218490;13;" Single";"Husband";" Blue-Collar";" White";" Male";0;1848;"40,5 h";"50,76 Milers d'euros"
"CS3641";23;" Private";231777;12;" Single";"Not-in-family";" Blue-Collar";" White";" female";0;0;"40,5 h";"40,68 Milers d'euros"
"CS3642";61;" Private";189832;6;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40,5 h";"57,39 Milers d'euros"
"CS3643";31;" Government";232308;11;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,4 Milers d'euros"
"CS3644";25;" Private";33308;5;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"45,5 h";"55,29 Milers d'euros"
"CS3645";33;" Private";333677;9;" Single";"Husband";" Service";" White";" female";0;0;"40,5 h";"40,76 Milers d'euros"
"CS3646";39;" Private";170651;9;" Married";"Own-child";" Sales";" White";" female";1055;0;"36,5 h";"36,82 Milers d'euros"
"CS3647";53;" Private";343403;13;" Married";"Wife";" Blue-Collar";" Asian-Pac-Islander";" female";0;0;"40,5 h";"46,62 Milers d'euros"
"CS3648";26;" Government";166386;13;" Single";"Wife";" White-Collar";" White";" female";0;0;"40,5 h";"47,28 Milers d'euros"
"CS3649";21;" Private";48099;10;" Single";"Not-in-family";" Service";" White";" Male";0;0;"32,5 h";"47,91 Milers d'euros"
"CS3650";18;" Private";143062;9;" Single";"Own-child";" White-Collar";" Black";" Male";0;0;"40 h";"43,99 Milers d'euros"
"CS3651";34;" Private";104704;13;" Married";"Own-child";" White-Collar";" White";" Male";0;0;"60,5 h";"60,23 Milers d'euros"
"CS3652";44;" Government";30497;14;" Married";"Husband";" Professional";" Black";" Male";15024;0;"40,5 h";"52,72 Milers d'euros"
"CS3653";31;" Private";174325;9;" Divorced";"Husband";" Blue-Collar";" White";" Male";7688;0;"50,5 h";"53,41 Milers d'euros"
"CS3654";44;" Private";286675;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,1 Milers d'euros"
"CS3655";42;" Private";59474;15;" Married";"Husband";" Professional";" White";" Male";0;0;"60 h";"54,86 Milers d'euros"
"CS3656";43;" Private";378384;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;1902;"44,5 h";"55,12 Milers d'euros"
"CS3657";33;" Private";245842;13;" Married";"Husband";" Service";" Asian-Pac-Islander";" Male";0;0;"38,5 h";"43,21 Milers d'euros"
"CS3658";21;" Private";274222;10;" Single";"Husband";" Sales";" Black";" female";7688;0;"30 h";"38,04 Milers d'euros"
"CS3659";30;" Private";342575;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,24 Milers d'euros"
"CS3660";55;" Private";206051;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"57,41 Milers d'euros"
"CS3661";57;" Private";234213;10;" Single";"Husband";" White-Collar";" White";" female";0;0;"40,5 h";"42,01 Milers d'euros"
"CS3662";37;" Private";145189;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"50,5 h";"48,43 Milers d'euros"
"CS3663";32;" Private";233490;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"55,47 Milers d'euros"
"CS3664";62;" Self-Employed";344129;13;" Married";"Husband";" Professional";" White";" Male";0;0;"60,5 h";"53,52 Milers d'euros"
"CS3665";31;" Self-Employed";171315;13;" Single";"Husband";" Sales";" Black";" Male";0;0;"40,5 h";"40,21 Milers d'euros"
"CS3666";51;" Private";181485;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"50,5 h";"60,51 Milers d'euros"
"CS3667";37;" Private";255412;14;" Divorced";"Husband";" White-Collar";" White";" female";0;0;"45 h";"46,24 Milers d'euros"
"CS3668";45;" Private";262409;3;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;213;"38,5 h";"54,8 Milers d'euros"
"CS3669";47;" Private";199590;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"53,75 Milers d'euros"
"CS3670";31;" Other/Unknown";84726;9;" Divorced";"Husband";" Other/Unknown";" White";" Male";0;0;"75,5 h";"44,69 Milers d'euros"
"CS3671";75;" Self-Employed";226883;7;" Married";"Own-child";" White-Collar";" White";" Male";0;0;"30,5 h";"51,89 Milers d'euros"
"CS3672";43;" Private";184335;14;" Married";"Husband";" Professional";" Other";" Male";0;0;"50 h";"44,22 Milers d'euros"
"CS3673";39;" Private";102025;12;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"58,01 Milers d'euros"
"CS3674";30;" Private";183898;13;" Married";"Husband";" Professional";" White";" Male";7688;0;"40 h";"55,94 Milers d'euros"
"CS3675";27;" Private";55291;3;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"51,91 Milers d'euros"
"CS3676";44;" Private";150025;9;" Married";"Other-relative";" Blue-Collar";" Amer-Indian-Eskimo";" Male";0;0;"40 h";"45,97 Milers d'euros"
"CS3677";53;" Government";100584;14;" Divorced";"Husband";" Professional";" White";" female";0;0;"35 h";"45,72 Milers d'euros"
"CS3678";40;" Private";181755;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"40,5 h";"57,11 Milers d'euros"
"CS3679";18;" Private";150528;7;" Single";"Husband";" Sales";" White";" female";0;0;"20 h";"36,82 Milers d'euros"
"CS3680";33;" Private";107277;13;" Married";"Own-child";" Service";" Black";" Male";0;0;"40,5 h";"45,09 Milers d'euros"
"CS3681";20;" Private";247205;9;" Single";"Husband";" Sales";" White";" Male";0;0;"40 h";"46,94 Milers d'euros"
"CS3682";38;" Private";291979;10;" Married";"Own-child";" White-Collar";" Black";" Male";0;0;"50,5 h";"48,39 Milers d'euros"
"CS3683";48;" Private";270985;9;" Divorced";"Husband";" White-Collar";" White";" female";0;0;"35 h";"42,27 Milers d'euros"
"CS3684";46;" Self-Employed";62605;9;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"40 h";"52,4 Milers d'euros"
"CS3685";51;" Private";176863;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"58,46 Milers d'euros"
"CS3686";35;" Self-Employed";53197;9;" Single";"Husband";" Service";" White";" female";0;0;"30 h";"35,24 Milers d'euros"
"CS3687";24;" Private";267776;4;" Single";"Other-relative";" Blue-Collar";" White";" Male";0;0;"40,5 h";"48300 euros"
"CS3688";30;" Private";308205;10;" Divorced";"Other-relative";" Blue-Collar";" White";" Male";0;0;"50 h";"49,34 Milers d'euros"
"CS3689";70;" Private";306383;9;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"30 h";"58,18 Milers d'euros"
"CS3690";26;" Private";35494;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"44,5 h";"53,9 Milers d'euros"
"CS3691";34;" Private";291968;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"54,84 Milers d'euros"
"CS3692";46;" Private";80933;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;1672;"40,5 h";"54,96 Milers d'euros"
"CS3693";70;" Private";271828;9;" Married";"Husband";" White-Collar";" White";" female";0;0;"5 h";"48,59 Milers d'euros"
"CS3694";37;" Government";121993;10;" Married";"Wife";" Service";" White";" Male";0;0;"40 h";"56,27 Milers d'euros"
"CS3695";36;" Self-Employed";31023;10;" Divorced";"Husband";" Sales";" White";" female";0;0;"35 h";"35,87 Milers d'euros"
"CS3696";23;" Private";36425;5;" Single";"Unmarried";" Blue-Collar";" White";" female";0;0;"40,5 h";"44,19 Milers d'euros"
