"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS3036",71,"Government",13,"W","Husband","Professional","White","f",6.5,45.99,"Universitaria"
"CS3037",42,"Private",9,"D","Unmarried","White-Collar","White","f",40.5,41.06,"Secundaria"
"CS3038",44,"Government",8,"M","Own-child","Blue-Collar","White","m",55,58.2,"Secundaria"
"CS3039",46,"Self-Employed",10,"M","Husband","Sales","White","m",60.5,52.37,"Universitaria"
"CS3040",50,"Government",15,"S","Husband","White-Collar","Black","f",52.5,49.37,"Postuniversitaria"
"CS3041",27,"Government",13,"S","Not-in-family","Professional","White","m",9.5,53.13,"Universitaria"
"CS3042",40,"Other/Unknown",11,"M","Not-in-family","Other/Unknown","White","m",15,49.89,"Universitaria"
"CS3043",21,"Private",10,"S","Husband","White-Collar","White","f",40.5,44.18,"Universitaria"
"CS3044",25,"Private",9,"S","Other-relative","Blue-Collar","White","m",35.5,53,"Secundaria"
"CS3045",61,"Private",3,"D","Other-relative","Blue-Collar","White","m",56,52.99,"Primaria"
"CS3046",54,"Private",10,"D","Not-in-family","White-Collar","White","m",30,51.86,"Universitaria"
"CS3047",31,"Private",13,"S","Not-in-family","Sales","White","m",40.5,48.44,"Universitaria"
"CS3048",53,"Self-Employed",10,"M","Not-in-family","Blue-Collar","White","m",30.5,53.19,"Universitaria"
"CS3049",39,"Self-Employed",12,"M","Husband","White-Collar","White","m",55.5,55.32,"Universitaria"
"CS3050",57,"Self-Employed",15,"M","Husband","Blue-Collar","White","m",50.5,50.5,"Postuniversitaria"
"CS3051",48,"Private",13,"D","Husband","Sales","White","f",44.5,39.27,"Universitaria"
"CS3052",30,"Private",10,"M","Unmarried","Blue-Collar","White","m",56,57.71,"Universitaria"
"CS3053",35,"Private",9,"M","Husband","Blue-Collar","White","m",60.5,55.96,"Secundaria"
"CS3054",42,"Self-Employed",9,"M","Husband","White-Collar","White","m",50.5,51.6,"Secundaria"
"CS3055",34,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",40.5,52.44,"Secundaria"
"CS3056",59,"Private",9,"M","Husband","Sales","White","m",40.5,52.44,"Secundaria"
"CS3057",69,"Government",6,"M","Husband","White-Collar","White","m",20,61.87,"Primaria"
"CS3058",29,"Private",10,"S","Husband","White-Collar","White","f",40,47.38,"Universitaria"
"CS3059",40,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,52.16,"Secundaria"
"CS3060",21,"Private",10,"S","Husband","Service","White","m",15.5,46.17,"Universitaria"
"CS3061",40,"Private",12,"D","Own-child","Professional","White","f",40.5,40.84,"Universitaria"
"CS3062",43,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40.5,51.32,"Universitaria"
"CS3063",36,"Private",9,"D","Husband","Blue-Collar","White","m",40.5,52.01,"Secundaria"
"CS3064",41,"Private",9,"M","Not-in-family","Professional","Asian-Pac-Islander","m",40.5,42.53,"Secundaria"
"CS3065",72,"Other/Unknown",9,"W","Not-in-family","Other/Unknown","White","m",30.5,50.82,"Secundaria"
"CS3066",20,"Private",10,"S","Not-in-family","Blue-Collar","White","m",30,44.76,"Universitaria"
"CS3067",41,"Government",13,"W","Own-child","White-Collar","White","f",40,51.94,"Universitaria"
"CS3068",34,"Private",10,"D","Not-in-family","White-Collar","White","m",50,56.64,"Universitaria"
"CS3069",48,"Private",7,"D","Not-in-family","Service","Black","f",40,40.28,"Secundaria"
"CS3070",27,"Private",9,"S","Unmarried","White-Collar","White","f",40.5,43.09,"Secundaria"
"CS3071",35,"Private",10,"M","Own-child","White-Collar","White","m",60.5,56.53,"Universitaria"
"CS3072",28,"Other/Unknown",9,"S","Husband","Other/Unknown","Black","m",40.5,39.04,"Secundaria"
"CS3073",27,"Private",9,"S","Own-child","Blue-Collar","Black","m",40,41.03,"Secundaria"
"CS3074",20,"Private",10,"S","Own-child","Sales","White","m",40.5,49.29,"Universitaria"
"CS3075",18,"Private",10,"S","Own-child","Sales","White","f",15.5,37.9,"Universitaria"
"CS3076",32,"Private",13,"M","Own-child","Sales","White","m",40.5,55.34,"Universitaria"
"CS3077",38,"Private",14,"M","Husband","White-Collar","White","m",60.5,58.09,"Postuniversitaria"
"CS3078",23,"Government",10,"S","Husband","Service","White","m",40.5,50.83,"Universitaria"
"CS3079",28,"Private",13,"M","Own-child","White-Collar","White","m",45,58.82,"Universitaria"
"CS3080",40,"Government",15,"M","Husband","Professional","White","m",38,59.6,"Postuniversitaria"
"CS3081",35,"Private",9,"D","Husband","Blue-Collar","White","f",40,44.79,"Secundaria"
"CS3082",74,"Self-Employed",10,"W","Unmarried","White-Collar","White","m",40,52.99,"Universitaria"
"CS3083",28,"Private",9,"S","Unmarried","Blue-Collar","White","m",40,51.12,"Secundaria"
"CS3084",23,"Private",10,"S","Own-child","Blue-Collar","White","m",30,52.38,"Universitaria"
"CS3085",20,"Self-Employed",10,"S","Own-child","Blue-Collar","White","m",10,45.91,"Universitaria"
"CS3086",44,"Private",9,"D","Own-child","Blue-Collar","Black","f",56.5,44.98,"Secundaria"
"CS3087",46,"Government",9,"D","Unmarried","White-Collar","White","f",25.5,45.87,"Secundaria"
"CS3088",20,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White","m",40.5,45.58,"Universitaria"
"CS3089",51,"Self-Employed",13,"M","Own-child","Sales","White","m",50,47.65,"Universitaria"
"CS3090",40,"Private",10,"X","Husband","White-Collar","White","f",40,43.99,"Universitaria"
"CS3091",48,"Private",15,"M","Not-in-family","Service","White","m",40.5,51.15,"Postuniversitaria"
"CS3092",60,"Self-Employed",5,"M","Husband","Blue-Collar","White","m",40,52.41,"Primaria"
"CS3093",48,"Self-Employed",13,"M","Husband","White-Collar","White","m",40.5,52.16,"Universitaria"
"CS3094",46,"Government",13,"M","Husband","Professional","White","f",70,48.23,"Universitaria"
"CS3095",48,"Self-Employed",13,"M","Wife","White-Collar","White","m",40.5,54.12,"Universitaria"
"CS3096",22,"Other/Unknown",9,"S","Husband","Other/Unknown","Black","f",35.5,35.61,"Secundaria"
"CS3097",24,"Government",13,"S","Unmarried","Professional","White","f",40,42.79,"Universitaria"
"CS3098",45,"Government",10,"D","Not-in-family","Professional","White","f",40.5,43.11,"Universitaria"
"CS3099",18,"Private",8,"S","Unmarried","Sales","White","f",35.5,39.51,"Secundaria"
"CS3100",39,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,58.5,"Secundaria"
"CS3101",65,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",65.5,55.88,"Secundaria"
"CS3102",22,"Private",10,"D","Husband","Blue-Collar","White","f",40.5,38.98,"Universitaria"
"CS3103",20,"Private",10,"S","Own-child","Service","White","f",20,39.85,"Universitaria"
"CS3104",28,"Private",10,"M","Own-child","Sales","White","m",40.5,49.68,"Universitaria"
"CS3105",46,"Private",15,"M","Husband","Professional","White","m",50,55.39,"Postuniversitaria"
"CS3106",42,"Government",13,"M","Husband","White-Collar","White","m",48,64.2,"Universitaria"
"CS3107",61,"Government",16,"M","Husband","Professional","White","m",40.5,59.56,"Postuniversitaria"
"CS3108",28,"Private",10,"M","Husband","White-Collar","White","m",50.5,57.14,"Universitaria"
"CS3109",18,"Private",10,"S","Own-child","Sales","White","f",20.5,37.49,"Universitaria"
"CS3110",24,"Government",13,"S","Own-child","Professional","Asian-Pac-Islander","m",40.5,45.31,"Universitaria"
"CS3111",45,"Private",16,"M","Not-in-family","Professional","White","m",56,56.81,"Postuniversitaria"
"CS3112",24,"Private",9,"S","Husband","White-Collar","White","m",40.5,49.26,"Secundaria"
"CS3113",44,"Private",13,"M","Own-child","White-Collar","White","m",50.5,58.5,"Universitaria"
"CS3114",20,"Private",10,"S","Husband","Service","White","m",30.5,48.17,"Universitaria"
"CS3115",35,"Private",10,"M","Own-child","Service","White","m",55.5,53.98,"Universitaria"
"CS3116",52,"Self-Employed",13,"M","Husband","Sales","White","m",60.5,50.76,"Universitaria"
"CS3117",25,"Private",12,"S","Husband","Blue-Collar","White","m",45.5,50.41,"Universitaria"
"CS3118",19,"Private",3,"S","Not-in-family","Blue-Collar","White","m",36,45.84,"Primaria"
"CS3119",35,"Other/Unknown",13,"M","Not-in-family","Other/Unknown","White","m",20.5,48.22,"Universitaria"
"CS3120",54,"Private",10,"D","Husband","White-Collar","White","f",40.5,44.68,"Universitaria"
"CS3121",21,"Private",10,"S","Unmarried","Blue-Collar","White","m",40,49.66,"Universitaria"
"CS3122",26,"Private",9,"M","Own-child","White-Collar","White","f",40.5,47.96,"Secundaria"
"CS3123",42,"Private",11,"D","Wife","White-Collar","White","f",40,45.61,"Universitaria"
"CS3124",19,"Private",10,"S","Unmarried","White-Collar","White","f",40.5,39.65,"Universitaria"
"CS3125",55,"Private",14,"M","Own-child","White-Collar","White","m",50.5,60.12,"Postuniversitaria"
"CS3126",44,"Government",9,"M","Husband","White-Collar","White","m",40,62.39,"Secundaria"
"CS3127",25,"Private",13,"S","Husband","White-Collar","White","m",55.5,53.91,"Universitaria"
"CS3128",26,"Private",10,"M","Own-child","Blue-Collar","White","m",40,55.03,"Universitaria"
"CS3129",64,"Government",12,"X","Husband","Professional","White","f",40,43.98,"Universitaria"
"CS3130",41,"Private",7,"D","Not-in-family","Service","Other","f",40.5,30.01,"Secundaria"
"CS3131",25,"Other/Unknown",10,"S","Unmarried","Other/Unknown","Black","m",40,35.04,"Universitaria"
"CS3132",43,"Private",10,"M","Own-child","Blue-Collar","White","m",40.5,56.44,"Universitaria"
"CS3133",45,"Private",9,"S","Husband","Blue-Collar","White","m",48,49.13,"Secundaria"
"CS3134",48,"Government",13,"M","Own-child","Professional","White","m",44.5,57.61,"Universitaria"
"CS3135",60,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,53.96,"Secundaria"
"CS3136",45,"Self-Employed",10,"S","Husband","Blue-Collar","White","m",50.5,47.21,"Universitaria"
"CS3137",51,"Private",6,"M","Not-in-family","Sales","White","m",40.5,50.85,"Primaria"
"CS3138",37,"Government",9,"D","Husband","White-Collar","White","f",40,47.13,"Secundaria"
"CS3139",22,"Private",10,"S","Unmarried","White-Collar","White","m",30.5,51.26,"Universitaria"
"CS3140",44,"Private",9,"M","Own-child","Blue-Collar","White","m",65,55.55,"Secundaria"
"CS3141",27,"Private",9,"M","Husband","Blue-Collar","White","m",50,51.93,"Secundaria"
"CS3142",47,"Government",9,"M","Husband","Blue-Collar","White","m",40,59.62,"Secundaria"
"CS3143",32,"Private",14,"M","Husband","White-Collar","Black","m",40,51.76,"Postuniversitaria"
"CS3144",40,"Private",13,"M","Husband","White-Collar","White","m",50,56.16,"Universitaria"
"CS3145",41,"Private",9,"M","Husband","Sales","White","m",40.5,49.39,"Secundaria"
"CS3146",32,"Other/Unknown",6,"D","Husband","Other/Unknown","White","f",40.5,39.48,"Primaria"
"CS3147",26,"Private",13,"S","Not-in-family","Professional","White","f",40,40.49,"Universitaria"
"CS3148",47,"Private",10,"M","Not-in-family","White-Collar","Asian-Pac-Islander","m",40,48.32,"Universitaria"
"CS3149",55,"Self-Employed",9,"M","Husband","White-Collar","White","m",45,54.39,"Secundaria"
"CS3150",38,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,56.12,"Secundaria"
"CS3151",24,"Government",13,"S","Husband","Professional","White","m",15,53.27,"Universitaria"
"CS3152",64,"Self-Employed",16,"M","Not-in-family","White-Collar","White","m",25,55.54,"Postuniversitaria"
"CS3153",56,"Government",13,"M","Husband","Professional","White","m",40.5,58.05,"Universitaria"
"CS3154",41,"Private",9,"M","Husband","Sales","White","m",49,51.8,"Secundaria"
"CS3155",33,"Private",9,"M","Husband","Sales","White","m",45.5,51.49,"Secundaria"
"CS3156",33,"Private",15,"S","Husband","Professional","White","m",42,49.4,"Postuniversitaria"
"CS3157",21,"Private",10,"M","Own-child","Service","White","m",40.5,54.08,"Universitaria"
"CS3158",59,"Government",9,"W","Husband","Blue-Collar","Black","m",40,48.45,"Secundaria"
"CS3159",58,"Private",11,"M","Not-in-family","White-Collar","White","m",40.5,56.8,"Universitaria"
"CS3160",43,"Government",14,"D","Husband","Professional","White","m",40.5,57.01,"Postuniversitaria"
"CS3161",21,"Private",9,"S","Unmarried","Blue-Collar","Black","m",40,43.32,"Secundaria"
"CS3162",45,"Private",9,"S","Own-child","Blue-Collar","White","m",40.5,51.06,"Secundaria"
"CS3163",53,"Government",9,"M","Not-in-family","White-Collar","White","f",50.5,52.68,"Secundaria"
"CS3164",41,"Private",15,"M","Wife","White-Collar","White","m",50,57.57,"Postuniversitaria"
"CS3165",27,"Private",6,"M","Husband","White-Collar","White","f",40.5,45.47,"Primaria"
"CS3166",53,"Private",10,"M","Wife","Blue-Collar","White","m",50,54.19,"Universitaria"
"CS3167",38,"Private",14,"M","Husband","Professional","White","m",35.5,52.16,"Postuniversitaria"
"CS3168",31,"Private",13,"M","Husband","White-Collar","White","m",70.5,58.4,"Universitaria"
"CS3169",41,"Private",9,"M","Husband","Blue-Collar","White","m",35,55.41,"Secundaria"
"CS3170",22,"Government",10,"S","Husband","White-Collar","White","f",40.5,45.13,"Universitaria"
"CS3171",43,"Self-Employed",14,"M","Own-child","Sales","White","m",60.5,51.08,"Postuniversitaria"
"CS3172",41,"Government",10,"S","Husband","Professional","White","m",40.5,49.87,"Universitaria"
"CS3173",27,"Private",10,"M","Not-in-family","Blue-Collar","White","f",35.5,44.07,"Universitaria"
"CS3174",41,"Government",10,"M","Wife","White-Collar","White","m",40.5,63.87,"Universitaria"
"CS3175",36,"Private",15,"D","Husband","Professional","White","m",45,49.78,"Postuniversitaria"
"CS3176",49,"Private",13,"M","Not-in-family","White-Collar","White","f",40.5,46.31,"Universitaria"
"CS3177",20,"Private",9,"S","Wife","Blue-Collar","White","m",45.5,50.3,"Secundaria"
"CS3178",58,"Self-Employed",9,"M","Own-child","Service","White","f",45,40.95,"Secundaria"
"CS3179",35,"Self-Employed",8,"S","Unmarried","Service","Black","f",40,37.2,"Secundaria"
"CS3180",30,"Government",9,"M","Not-in-family","Service","White","m",40.5,61.2,"Secundaria"
"CS3181",21,"Private",9,"S","Husband","Blue-Collar","White","m",40.5,52.22,"Secundaria"
"CS3182",29,"Private",12,"S","Own-child","Blue-Collar","White","m",45.5,53.28,"Universitaria"
"CS3183",40,"Private",9,"W","Unmarried","Sales","White","f",40.5,42.75,"Secundaria"
"CS3184",54,"Government",13,"S","Not-in-family","Professional","Asian-Pac-Islander","f",40,42.75,"Universitaria"
"CS3185",35,"Private",13,"M","Unmarried","Sales","White","m",60.5,53.45,"Universitaria"
"CS3186",35,"Private",13,"M","Husband","Sales","White","m",50.5,54.09,"Universitaria"
"CS3187",40,"Private",13,"M","Husband","Service","White","f",40,40.59,"Universitaria"
"CS3188",59,"Private",9,"X","Not-in-family","Sales","Black","f",40,35.09,"Secundaria"
"CS3189",43,"Self-Employed",10,"M","Unmarried","Blue-Collar","White","m",50.5,56.5,"Universitaria"
"CS3190",39,"Private",6,"M","Husband","Blue-Collar","White","m",60,53.68,"Primaria"
"CS3191",51,"Private",4,"X","Husband","Blue-Collar","Black","f",30.5,38.75,"Primaria"
"CS3192",71,"Private",10,"S","Not-in-family","Service","White","f",60.5,38.04,"Universitaria"
"CS3193",33,"Private",8,"D","Not-in-family","Blue-Collar","Black","f",40,41.96,"Secundaria"
"CS3194",28,"Private",9,"D","Unmarried","Service","Black","m",35,41.86,"Secundaria"
"CS3195",30,"Private",9,"M","Own-child","Sales","White","m",40.5,51.43,"Secundaria"
"CS3196",20,"Private",3,"M","Unmarried","Blue-Collar","White","m",40.5,52.76,"Primaria"
"CS3197",51,"Self-Employed",9,"M","Other-relative","Sales","White","m",50.5,51.72,"Secundaria"
"CS3198",39,"Private",9,"M","Husband","Blue-Collar","White","f",40.5,45.14,"Secundaria"
"CS3199",62,"Private",10,"M","Wife","Sales","Asian-Pac-Islander","m",40.5,42.54,"Universitaria"
"CS3200",37,"Private",9,"S","Husband","White-Collar","White","m",60.5,53.58,"Secundaria"
"CS3201",28,"Private",5,"S","Own-child","Blue-Collar","White","m",50.5,48.21,"Primaria"
"CS3202",23,"Private",9,"S","Not-in-family","Sales","Asian-Pac-Islander","m",48.5,38.62,"Secundaria"
"CS3203",39,"Private",13,"M","Own-child","Sales","White","f",30.5,41.3,"Universitaria"
"CS3204",50,"Self-Employed",13,"W","Wife","Sales","White","m",65,50.77,"Universitaria"
"CS3205",31,"Private",4,"S","Unmarried","Blue-Collar","White","m",40,44.4,"Primaria"
"CS3206",45,"Government",13,"M","Unmarried","White-Collar","White","m",50,63.68,"Universitaria"
"CS3207",23,"Other/Unknown",13,"S","Husband","Other/Unknown","Other","m",40.5,33.94,"Universitaria"
"CS3208",47,"Private",6,"W","Own-child","Blue-Collar","White","m",40.5,54.94,"Primaria"
"CS3209",59,"Private",9,"W","Not-in-family","Professional","White","f",18.5,39.13,"Secundaria"
"CS3210",32,"Private",12,"M","Not-in-family","Blue-Collar","White","m",40.5,56.84,"Universitaria"
"CS3211",76,"Other/Unknown",4,"W","Husband","Other/Unknown","White","m",5.5,45.12,"Primaria"
"CS3212",49,"Private",13,"M","Not-in-family","Sales","White","m",55,54.65,"Universitaria"
"CS3213",74,"Government",9,"W","Husband","Service","White","m",17,54.06,"Secundaria"
"CS3214",22,"Private",10,"S","Not-in-family","White-Collar","White","m",35,56.8,"Universitaria"
"CS3215",32,"Private",10,"M","Own-child","Blue-Collar","White","m",55.5,57.57,"Universitaria"
"CS3216",34,"Private",13,"M","Husband","Blue-Collar","White","m",50.5,56.94,"Universitaria"
"CS3217",59,"Private",13,"M","Husband","Blue-Collar","White","m",60,61.18,"Universitaria"
"CS3218",36,"Private",13,"M","Husband","Sales","White","m",50.5,54.78,"Universitaria"
"CS3219",59,"Private",7,"D","Husband","White-Collar","White","f",40.5,45.44,"Secundaria"
"CS3220",47,"Self-Employed",13,"D","Unmarried","White-Collar","White","m",70.5,56.03,"Universitaria"
"CS3221",53,"Government",9,"M","Not-in-family","Service","White","m",45.5,57.05,"Secundaria"
"CS3222",25,"Self-Employed",10,"S","Husband","Blue-Collar","White","m",35,49.35,"Universitaria"
"CS3223",44,"Private",13,"D","Unmarried","White-Collar","Black","m",65,47.75,"Universitaria"
"CS3224",57,"Self-Employed",15,"M","Not-in-family","Sales","White","f",35,41.66,"Postuniversitaria"
"CS3225",42,"Self-Employed",13,"M","Wife","Blue-Collar","White","m",45.5,54.77,"Universitaria"
"CS3226",58,"Government",6,"M","Husband","Blue-Collar","White","m",40.5,57.52,"Primaria"
"CS3227",39,"Private",13,"M","Husband","Sales","White","m",40.5,57.47,"Universitaria"
"CS3228",32,"Other/Unknown",9,"S","Husband","Other/Unknown","Black","m",40.5,35.83,"Secundaria"
"CS3229",45,"Private",4,"D","Own-child","Blue-Collar","White","m",48.5,50.32,"Primaria"
"CS3230",47,"Private",13,"M","Not-in-family","White-Collar","Black","f",35.5,51.14,"Universitaria"
"CS3231",52,"Other/Unknown",10,"M","Wife","Other/Unknown","White","m",50,50.12,"Universitaria"
"CS3232",56,"Self-Employed",2,"X","Husband","White-Collar","White","m",25.5,50.39,"Primaria"
"CS3233",52,"Private",9,"D","Not-in-family","Blue-Collar","White","f",40.5,41.34,"Secundaria"
"CS3234",34,"Private",9,"S","Not-in-family","Service","Black","f",35,37.83,"Secundaria"
"CS3235",36,"Self-Employed",4,"M","Unmarried","Blue-Collar","White","m",35.5,49.87,"Primaria"
